                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                0.84234,                 1.1342,                      0,                0.55411,                0.95129,                0.98729,                0.99654,                0.99298,                 0.7685,                0.98729,                0.99654,                0.99197,                0.77577,                0.82934,                0.93917,                      0,                  0.463,                0.94069,               0.009802,               0.009802,               0.009802
                     12,                0.82698,                 1.0331,                      0,                 0.5405,                0.94075,                 0.9649,                0.97924,                0.99058,                0.75042,                0.96305,                0.97924,                0.99211,                0.76581,                0.83367,                0.88221,                      0,                0.49655,                0.98209,              0.0097822,              0.0097822,              0.0097822
                     13,                0.82068,                  1.053,                      0,                0.54423,                 0.9371,                0.98627,                0.99431,                0.99313,                0.78454,                0.98284,                0.99085,                0.99383,                0.78842,                0.73293,                 0.8124,                      0,                0.45242,                 0.9097,              0.0097624,              0.0097624,              0.0097624
                     14,                0.79884,                0.98954,                      0,                0.52523,                0.92855,                0.97593,                0.98616,                0.99002,                0.74616,                0.98168,                0.99308,                0.99373,                0.78184,                0.78167,                0.80854,                      0,                0.46992,                0.95138,              0.0097426,              0.0097426,              0.0097426
                     15,                0.77103,                0.92424,                      0,                0.51039,                0.91803,                 0.9667,                0.97578,                 0.9819,                0.73474,                0.98055,                0.98962,                0.99373,                0.76448,                0.88521,                0.91424,                      0,                0.51463,                0.99955,              0.0097228,              0.0097228,              0.0097228
                     16,                0.77469,                0.94453,                      0,                0.50893,                0.91928,                0.98882,                0.99654,                0.99469,                0.81637,                0.99095,                0.99654,                0.99479,                0.83985,                0.71107,                0.70589,                      0,                0.41241,                0.90434,               0.009703,               0.009703,               0.009703
                     17,                 0.7518,                0.88663,                      0,                0.49793,                0.91646,                0.98619,                0.98844,                 0.9938,                0.81418,                0.99208,                0.98616,                0.99486,                0.84278,                0.71047,                0.68025,                      0,                0.40913,                0.90445,              0.0096832,              0.0096832,              0.0096832
                     18,                0.73857,                0.84588,                      0,                 0.4887,                0.90076,                0.99159,                0.99308,                0.99458,                0.82949,                0.99186,                0.99654,                0.99419,                0.84676,                0.68713,                0.70098,                      0,                0.42331,                0.88936,              0.0096634,              0.0096634,              0.0096634
                     19,                0.72066,                0.83738,                      0,                0.48463,                0.90632,                0.98966,                0.99369,                0.99413,                0.82798,                0.99311,                0.99716,                0.99497,                0.86954,                0.67616,                0.64262,                      0,                0.39787,                0.89338,              0.0096436,              0.0096436,              0.0096436
                     20,                0.71718,                0.82505,                      0,                0.48078,                0.90481,                0.98282,                0.98977,                0.99353,                0.82455,                0.98964,                0.99155,                0.99366,                0.85836,                0.64484,                0.62335,                      0,                0.40767,                 0.8826,              0.0096238,              0.0096238,              0.0096238
                     21,                0.70843,                0.80927,                      0,                0.47655,                0.89993,                0.99309,                0.99502,                0.99451,                0.82867,                0.99556,                      1,                0.99452,                0.87796,                0.67395,                0.58703,                      0,                0.39761,                0.88771,               0.009604,               0.009604,               0.009604
                     22,                0.70239,                0.75325,                      0,                0.46798,                0.89664,                0.99261,                0.99654,                0.99483,                0.83239,                 0.9945,                0.99654,                0.99417,                0.87192,                0.66803,                0.62322,                      0,                0.38371,                0.89404,              0.0095842,              0.0095842,              0.0095842
                     23,                0.68559,                0.74389,                      0,                0.46032,                0.89209,                0.99593,                0.99654,                0.99434,                0.82521,                0.99938,                      1,                  0.995,                0.84485,                0.61749,                0.61332,                      0,                0.37631,                0.86904,              0.0095644,              0.0095644,              0.0095644
                     24,                0.68823,                0.72135,                      0,                0.45834,                0.89012,                0.99237,                0.99654,                0.99465,                 0.8504,                0.99237,                0.99654,                0.99284,                 0.8724,                0.57812,                0.57595,                      0,                0.36505,                 0.8526,              0.0095446,              0.0095446,              0.0095446
                     25,                0.67731,                0.69288,                      0,                0.45067,                 0.8918,                0.98969,                0.99647,                 0.9949,                0.84334,                0.99662,                0.99308,                  0.995,                0.88104,                0.61594,                0.54389,                      0,                0.37136,                0.85622,              0.0095248,              0.0095248,              0.0095248
                     26,                0.67244,                0.71599,                      0,                0.45276,                0.88858,                0.99932,                      1,                  0.995,                0.85017,                0.99586,                0.99654,                0.99393,                0.88098,                 0.6333,                0.53482,                      0,                0.36112,                 0.8776,               0.009505,               0.009505,               0.009505
                     27,                0.67848,                0.72418,                      0,                0.45362,                0.89598,                0.99237,                0.99654,                  0.995,                0.85748,                0.98893,                0.99308,                0.99486,                0.89251,                0.62563,                0.53646,                      0,                0.35563,                0.86166,              0.0094852,              0.0094852,              0.0094852
                     28,                0.66835,                0.69118,                      0,                 0.4441,                0.89361,                0.98728,                0.99308,                0.99483,                0.83328,                0.98728,                0.99308,                0.99483,                0.87247,                  0.646,                 0.5378,                      0,                0.36082,                0.89109,              0.0094654,              0.0094654,              0.0094654
                     29,                0.64611,                0.64288,                      0,                0.43467,                0.87774,                 0.9959,                      1,                  0.995,                0.86373,                 0.9959,                      1,                  0.995,                0.89317,                0.56666,                0.48816,                      0,                 0.3449,                0.85457,              0.0094456,              0.0094456,              0.0094456
                     30,                0.64751,                0.67046,                      0,                0.43516,                0.87859,                0.98968,                0.99502,                0.99437,                0.84879,                0.99655,                0.99945,                  0.995,                0.87788,                0.61676,                 0.5542,                      0,                0.35289,                0.86114,              0.0094258,              0.0094258,              0.0094258
                     31,                0.62992,                0.65975,                      0,                0.42554,                0.87771,                0.99591,                0.99654,                0.99493,                0.86632,                0.99591,                0.99654,                0.99441,                0.91411,                0.56071,                0.46294,                      0,                0.32968,                0.84547,               0.009406,               0.009406,               0.009406
                     32,                0.63097,                0.62463,                      0,                 0.4264,                0.87511,                 0.9931,                0.99625,                0.99493,                0.86761,                 0.9931,                0.99625,                0.99493,                0.90223,                0.54732,                0.46887,                      0,                0.32974,                0.83825,              0.0093862,              0.0093862,              0.0093862
                     33,                0.61196,                0.59446,                      0,                0.42128,                0.86601,                0.99654,                0.99553,                0.99434,                0.88212,                      1,                0.99899,                  0.995,                0.91635,                0.53459,                0.44632,                      0,                0.32616,                0.83248,              0.0093664,              0.0093664,              0.0093664
                     34,                0.62647,                0.62506,                      0,                0.42408,                0.87741,                0.98968,                0.99507,                0.99465,                0.86594,                0.98968,                0.99507,                0.99451,                0.89177,                0.54298,                0.49711,                      0,                0.34417,                  0.844,              0.0093466,              0.0093466,              0.0093466
                     35,                0.60858,                0.59096,                      0,                0.41065,                0.86722,                0.98836,                0.98962,                  0.993,                0.87459,                0.98942,                0.99654,                0.99245,                0.90332,                0.55358,                0.47959,                      0,                 0.3347,                0.84494,              0.0093268,              0.0093268,              0.0093268
                     36,                0.61333,                0.60963,                      0,                0.40917,                 0.8771,                0.99327,                0.99654,                 0.9941,                0.87387,                0.99584,                      1,                0.99497,                0.91045,                0.55332,                0.46395,                      0,                0.32564,                0.83844,               0.009307,               0.009307,               0.009307
                     37,                0.60684,                0.57834,                      0,                0.41117,                0.86913,                0.99239,                0.99654,                0.99437,                0.88351,                0.99583,                      1,                0.99497,                0.91697,                0.54537,                0.47337,                      0,                0.32207,                0.84086,              0.0092872,              0.0092872,              0.0092872
                     38,                0.60815,                0.57833,                      0,                0.40833,                0.87698,                0.99953,                      1,                  0.995,                0.86795,                0.99953,                      1,                  0.995,                 0.9114,                0.56596,                0.43883,                      0,                0.33175,                0.85223,              0.0092674,              0.0092674,              0.0092674
                     39,                0.59538,                0.56946,                      0,                0.40411,                 0.8681,                0.99495,                0.99654,                0.99493,                0.88154,                0.99848,                      1,                  0.995,                0.92437,                0.53655,                0.40468,                      0,                0.31352,                0.83157,              0.0092476,              0.0092476,              0.0092476
                     40,                0.59682,                0.55114,                      0,                0.40705,                 0.8684,                0.99584,                      1,                0.99486,                0.87366,                0.99584,                      1,                0.99486,                0.91389,                0.54395,                0.40709,                      0,                0.32187,                0.83546,              0.0092278,              0.0092278,              0.0092278
                     41,                0.59639,                0.57273,                      0,                0.41166,                0.86656,                0.99912,                0.99654,                  0.995,                0.88813,                0.99582,                0.99654,                0.99348,                0.92938,                 0.5023,                0.40886,                      0,                0.29457,                0.82448,               0.009208,               0.009208,               0.009208
                     42,                0.57902,                0.54698,                      0,                0.39029,                0.86223,                0.99926,                      1,                  0.995,                0.88933,                0.99926,                      1,                  0.995,                0.92448,                0.53034,                 0.3895,                      0,                0.30904,                0.83295,              0.0091882,              0.0091882,              0.0091882
                     43,                0.57464,                0.52032,                      0,                0.39389,                0.85899,                 0.9986,                      1,                  0.995,                0.88898,                 0.9986,                      1,                  0.995,                0.92804,                0.52143,                0.38673,                      0,                0.30807,                0.83497,              0.0091684,              0.0091684,              0.0091684
                     44,                 0.5768,                0.50311,                      0,                0.39321,                0.86122,                0.99299,                0.99654,                0.99424,                0.88146,                0.99645,                      1,                  0.995,                0.93743,                0.55665,                0.39735,                      0,                0.31905,                0.84166,              0.0091486,              0.0091486,              0.0091486
                     45,                0.57879,                0.51822,                      0,                0.39799,                0.86308,                0.99875,                      1,                  0.995,                0.88494,                0.99875,                      1,                  0.995,                0.93238,                0.52729,                0.39649,                      0,                0.31027,                0.83949,              0.0091288,              0.0091288,              0.0091288
                     46,                0.56867,                0.50983,                      0,                0.38906,                0.85579,                0.99553,                      1,                0.99455,                0.89248,                0.99553,                      1,                0.99455,                0.93428,                0.53541,                0.40184,                      0,                0.32554,                 0.8383,               0.009109,               0.009109,               0.009109
                     47,                0.57295,                0.52434,                      0,                0.38779,                0.86247,                0.99223,                0.99654,                0.99483,                0.89414,                0.99539,                      1,                0.99483,                0.92393,                0.51961,                0.40405,                      0,                0.31021,                0.83169,              0.0090892,              0.0090892,              0.0090892
                     48,                0.56551,                0.51919,                      0,                0.38607,                0.85154,                0.99963,                      1,                  0.995,                0.88779,                0.99963,                      1,                  0.995,                0.92882,                0.53368,                0.42557,                      0,                0.30961,                0.84181,              0.0090694,              0.0090694,              0.0090694
                     49,                 0.5684,                0.52592,                      0,                0.38589,                0.85461,                0.99468,                0.99308,                0.99483,                0.88644,                      1,                0.99954,                  0.995,                0.93644,                0.50439,                   0.39,                      0,                  0.314,                0.83519,              0.0090496,              0.0090496,              0.0090496
                     50,                0.55486,                0.49658,                      0,                0.37943,                0.85193,                0.99786,                0.99654,                  0.995,                0.89253,                0.99974,                      1,                  0.995,                0.93074,                0.50382,                0.37381,                      0,                0.29337,                0.82652,              0.0090298,              0.0090298,              0.0090298
                     51,                0.55776,                 0.5129,                      0,                0.37938,                0.85806,                0.99703,                0.99654,                  0.995,                0.90784,                0.99972,                      1,                  0.995,                0.93841,                0.49394,                0.36554,                      0,                0.28568,                0.81924,                0.00901,                0.00901,                0.00901
                     52,                0.55371,                0.49197,                      0,                0.37791,                0.85101,                0.99845,                      1,                  0.995,                0.89057,                0.99845,                      1,                  0.995,                0.94456,                0.51126,                0.33957,                      0,                0.29717,                 0.8277,              0.0089902,              0.0089902,              0.0089902
                     53,                0.55859,                0.51241,                      0,                0.38871,                0.85944,                0.99616,                0.99654,                0.99413,                0.89404,                0.99961,                      1,                  0.995,                0.93658,                0.48997,                0.36064,                      0,                0.29049,                0.82558,              0.0089704,              0.0089704,              0.0089704
                     54,                0.55715,                0.50091,                      0,                0.38258,                0.86236,                0.99263,                0.99654,                0.99476,                0.88565,                0.99263,                0.99654,                0.99368,                0.93465,                0.51428,                0.37359,                      0,                0.30169,                 0.8315,              0.0089506,              0.0089506,              0.0089506
                     55,                0.55479,                0.51505,                      0,                0.37657,                0.85817,                      1,                0.99967,                  0.995,                0.89337,                      1,                0.99967,                  0.995,                0.93223,                0.49298,                 0.3878,                      0,                0.28891,                0.82975,              0.0089308,              0.0089308,              0.0089308
                     56,                0.55027,                 0.4985,                      0,                0.37364,                0.85518,                0.99608,                0.99654,                0.99493,                0.89713,                0.99954,                      1,                  0.995,                0.94849,                0.47729,                0.34444,                      0,                0.28495,                0.81879,               0.008911,               0.008911,               0.008911
                     57,                0.55248,                0.50465,                      0,                0.38476,                0.85628,                0.99972,                      1,                  0.995,                0.90448,                0.99972,                      1,                  0.995,                0.94311,                0.47698,                0.35821,                      0,                0.28013,                0.81887,              0.0088912,              0.0088912,              0.0088912
                     58,                0.54926,                0.48957,                      0,                0.37473,                0.85241,                0.99605,                0.99654,                 0.9949,                0.90649,                0.99951,                      1,                  0.995,                 0.9458,                0.48812,                 0.3378,                      0,                0.28237,                0.81962,              0.0088714,              0.0088714,              0.0088714
                     59,                0.54477,                0.48529,                      0,                0.37517,                 0.8577,                0.99646,                      1,                  0.995,                0.89187,                0.99646,                      1,                  0.995,                0.94578,                0.52285,                0.36534,                      0,                0.29102,                0.83651,              0.0088516,              0.0088516,              0.0088516
                     60,                0.53562,                0.47079,                      0,                0.36716,                0.84925,                0.99924,                      1,                  0.995,                0.90435,                0.99924,                      1,                  0.995,                0.94706,                0.49118,                0.35118,                      0,                 0.2889,                0.82065,              0.0088318,              0.0088318,              0.0088318
                     61,                0.53386,                0.47527,                      0,                0.36767,                0.85259,                0.99965,                      1,                  0.995,                0.90897,                0.99965,                      1,                  0.995,                0.95351,                0.47694,                0.32298,                      0,                0.27981,                 0.8227,               0.008812,               0.008812,               0.008812
                     62,                 0.5375,                0.46628,                      0,                0.37094,                0.85241,                0.98972,                0.99955,                0.99493,                0.90301,                0.99592,                      1,                  0.995,                0.93849,                0.48361,                0.34192,                      0,                0.28841,                0.82049,              0.0087922,              0.0087922,              0.0087922
                     63,                0.51533,                0.44342,                      0,                0.35968,                0.84907,                0.99584,                      1,                0.99497,                0.91021,                0.99584,                      1,                0.99497,                0.94525,                0.47512,                0.33993,                      0,                0.27442,                0.81425,              0.0087724,              0.0087724,              0.0087724
                     64,                0.51874,                 0.4449,                      0,                0.35612,                0.84464,                0.99948,                      1,                  0.995,                0.90527,                0.99948,                      1,                  0.995,                 0.9477,                0.49682,                0.34511,                      0,                0.28452,                 0.8272,              0.0087526,              0.0087526,              0.0087526
                     65,                 0.5311,                0.44365,                      0,                0.36748,                0.85058,                0.99623,                      1,                 0.9949,                0.90558,                0.99623,                      1,                 0.9949,                0.95612,                0.48844,                0.32207,                      0,                0.27898,                0.82358,              0.0087328,              0.0087328,              0.0087328
                     66,                0.52612,                 0.4423,                      0,                0.36594,                0.85077,                0.99974,                      1,                  0.995,                0.91375,                0.99974,                      1,                  0.995,                0.94837,                0.46126,                0.32456,                      0,                0.27299,                0.81565,               0.008713,               0.008713,               0.008713
                     67,                0.52722,                0.45651,                      0,                0.36541,                0.84756,                0.99754,                      1,                  0.995,                0.90923,                0.99754,                      1,                  0.995,                0.95429,                0.46231,                0.31555,                      0,                0.26497,                0.81396,              0.0086932,              0.0086932,              0.0086932
                     68,                0.53556,                0.45244,                      0,                0.37084,                0.85705,                0.99293,                      1,                  0.995,                0.90023,                0.99293,                      1,                  0.995,                0.94376,                0.46647,                0.31144,                      0,                0.27861,                0.81445,              0.0086734,              0.0086734,              0.0086734
                     69,                0.52389,                0.46902,                      0,                0.36008,                0.85099,                0.99225,                0.99654,                0.99447,                0.90863,                 0.9957,                      1,                0.99455,                0.94262,                0.46292,                0.34612,                      0,                0.26844,                0.82237,              0.0086536,              0.0086536,              0.0086536
                     70,                0.52653,                0.48166,                      0,                0.35875,                0.85137,                 0.9995,                      1,                  0.995,                0.90149,                 0.9995,                      1,                  0.995,                0.94372,                0.47099,                0.33329,                      0,                0.26874,                0.81901,              0.0086338,              0.0086338,              0.0086338
                     71,                0.52043,                0.42805,                      0,                0.36032,                0.84455,                0.99978,                      1,                  0.995,                0.91069,                0.99978,                      1,                  0.995,                  0.946,                0.44774,                0.31921,                      0,                0.26357,                 0.8185,               0.008614,               0.008614,               0.008614
                     72,                0.50839,                0.42477,                      0,                0.35142,                 0.8426,                0.99961,                      1,                  0.995,                0.91001,                0.99961,                      1,                  0.995,                0.94906,                0.43849,                0.32649,                      0,                0.26139,                0.81144,              0.0085942,              0.0085942,              0.0085942
                     73,                0.50159,                0.40878,                      0,                0.34908,                0.83815,                0.99965,                      1,                  0.995,                0.91126,                0.99965,                      1,                  0.995,                0.95641,                0.46568,                0.30513,                      0,                0.26445,                0.81724,              0.0085744,              0.0085744,              0.0085744
                     74,                0.50028,                0.42007,                      0,                0.34936,                0.84336,                0.99967,                      1,                  0.995,                0.91026,                0.99967,                      1,                  0.995,                 0.9543,                0.46874,                0.30714,                      0,                0.27343,                0.81191,              0.0085546,              0.0085546,              0.0085546
                     75,                 0.5037,                0.40986,                      0,                0.34896,                0.84405,                0.99618,                      1,                  0.995,                0.91648,                0.99618,                      1,                  0.995,                0.95371,                0.45673,                0.31719,                      0,                0.26759,                 0.8159,              0.0085348,              0.0085348,              0.0085348
                     76,                0.50198,                0.41856,                      0,                0.35189,                0.84567,                0.99543,                      1,                  0.995,                0.91247,                0.99543,                      1,                  0.995,                0.95489,                0.47717,                0.30948,                      0,                0.27503,                0.82337,               0.008515,               0.008515,               0.008515
                     77,                0.50695,                0.43183,                      0,                0.35285,                 0.8425,                0.99972,                      1,                  0.995,                0.91003,                0.99972,                      1,                  0.995,                0.94818,                0.46891,                0.31372,                      0,                0.27075,                0.81439,              0.0084952,              0.0084952,              0.0084952
                     78,                0.50771,                0.42062,                      0,                0.35049,                0.84585,                0.99952,                      1,                  0.995,                0.91987,                0.99952,                      1,                  0.995,                0.95464,                0.44412,                0.30338,                      0,                 0.2596,                0.80859,              0.0084754,              0.0084754,              0.0084754
                     79,                0.49357,                0.42504,                      0,                0.34175,                0.84451,                0.99963,                      1,                  0.995,                 0.9183,                0.99963,                      1,                  0.995,                0.95948,                0.43992,                0.29535,                      0,                0.26473,                0.80711,              0.0084556,              0.0084556,              0.0084556
                     80,                0.50031,                0.41367,                      0,                0.34643,                0.84699,                0.99976,                      1,                  0.995,                0.92234,                0.99976,                      1,                  0.995,                0.95325,                0.43145,                0.31025,                      0,                0.25066,                0.81144,              0.0084358,              0.0084358,              0.0084358
                     81,                 0.4947,                0.41032,                      0,                0.34333,                0.84018,                0.99923,                      1,                  0.995,                0.91245,                0.99923,                      1,                  0.995,                0.95337,                0.44764,                 0.3039,                      0,                0.26337,                0.81372,               0.008416,               0.008416,               0.008416
                     82,                0.48766,                0.38759,                      0,                0.34527,                0.83784,                0.99976,                      1,                  0.995,                0.92166,                0.99976,                      1,                  0.995,                0.95656,                0.42313,                0.27373,                      0,                0.24234,                0.80625,              0.0083962,              0.0083962,              0.0083962
                     83,                0.48756,                0.38233,                      0,                0.33811,                0.83468,                 0.9997,                      1,                  0.995,                0.91448,                 0.9997,                      1,                  0.995,                0.95625,                0.44877,                0.27859,                      0,                0.25528,                0.80464,              0.0083764,              0.0083764,              0.0083764
                     84,                0.49167,                0.40547,                      0,                0.34968,                 0.8444,                0.99956,                      1,                  0.995,                0.91336,                0.99956,                      1,                  0.995,                0.95535,                0.44894,                0.28081,                      0,                0.26262,                0.80879,              0.0083566,              0.0083566,              0.0083566
                     85,                0.49526,                0.40354,                      0,                0.34794,                 0.8454,                 0.9996,                      1,                  0.995,                0.91531,                 0.9996,                      1,                  0.995,                0.95772,                0.43282,                0.28543,                      0,                0.25927,                 0.8091,              0.0083368,              0.0083368,              0.0083368
