                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     99,                0.10086,                0.01421,                      0,                0.10091,                0.78841,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                 0.0715,                 0.0051,                      0,                0.06705,                0.75717,              0.0010298,              0.0010298,              0.0010298
                    100,                 0.1002,                0.01542,                      0,                0.10224,                0.78738,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                0.07513,                0.00519,                      0,                0.06814,                0.75766,              0.0010199,              0.0010199,              0.0010199
                    101,                0.10359,                0.01324,                      0,                0.10333,                0.79029,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.06936,                0.00537,                      0,                0.07554,                0.75701,                0.00101,                0.00101,                0.00101
                    102,                 0.1012,                 0.0169,                      0,                0.10146,                0.79191,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                0.07114,                0.00519,                      0,                0.07211,                 0.7575,              0.0010001,              0.0010001,              0.0010001
                    103,                0.09967,                0.01497,                      0,                0.10302,                0.79046,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.08194,                 0.0048,                      0,                0.08165,                0.75876,              0.0009902,              0.0009902,              0.0009902
                    104,                0.09914,                0.01431,                      0,                0.10021,                0.78621,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.06787,                0.00742,                      0,                0.06983,                0.75675,              0.0009803,              0.0009803,              0.0009803
                    105,                0.09423,                0.01341,                      0,                0.09598,                0.78999,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                0.06693,                0.00456,                      0,                0.06838,                0.75672,              0.0009704,              0.0009704,              0.0009704
                    106,                0.09629,                0.01195,                      0,                0.09494,                0.78885,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                0.06824,                 0.0047,                      0,                 0.0695,                0.75632,              0.0009605,              0.0009605,              0.0009605
                    107,                0.09796,                 0.0117,                      0,                0.09733,                0.78922,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                0.06966,                0.00461,                      0,                0.07075,                0.75662,              0.0009506,              0.0009506,              0.0009506
                    108,                0.09794,                0.01319,                      0,                0.09779,                0.78777,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                0.06861,                0.00383,                      0,                0.06605,                 0.7572,              0.0009407,              0.0009407,              0.0009407
                    109,                0.09807,                0.01138,                      0,                0.09734,                0.78679,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                0.06549,                0.00393,                      0,                0.06608,                0.75658,              0.0009308,              0.0009308,              0.0009308
                    110,                0.09572,                0.01342,                      0,                0.09604,                0.79097,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                0.06253,                0.00421,                      0,                0.06536,                0.75606,              0.0009209,              0.0009209,              0.0009209
                    111,                0.09861,                0.01135,                      0,                0.09657,                0.79053,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                 0.0652,                0.00387,                      0,                0.06652,                 0.7564,               0.000911,               0.000911,               0.000911
                    112,                0.09871,                0.01194,                      0,                0.09701,                0.78756,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                0.06461,                0.00344,                      0,                0.06243,                0.75654,              0.0009011,              0.0009011,              0.0009011
                    113,                0.09558,                0.01303,                      0,                0.09441,                0.78768,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                0.06538,                0.00639,                      0,                0.06871,                0.75688,              0.0008912,              0.0008912,              0.0008912
                    114,                 0.0921,                0.01179,                      0,                0.09284,                0.78914,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.06262,                0.00351,                      0,                0.06373,                0.75592,              0.0008813,              0.0008813,              0.0008813
                    115,                0.09584,                0.01186,                      0,                0.09426,                0.78681,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.06477,                0.00365,                      0,                0.06279,                0.75645,              0.0008714,              0.0008714,              0.0008714
                    116,                0.09553,                0.01349,                      0,                 0.0936,                0.78697,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                0.06179,                0.00444,                      0,                0.06361,                0.75595,              0.0008615,              0.0008615,              0.0008615
                    117,                0.09539,                0.01149,                      0,                 0.0956,                0.78773,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                0.06376,                0.00381,                      0,                0.06363,                0.75649,              0.0008516,              0.0008516,              0.0008516
                    118,                0.09152,                 0.0099,                      0,                0.09132,                0.78327,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                0.06518,                0.00332,                      0,                0.06347,                 0.7564,              0.0008417,              0.0008417,              0.0008417
                    119,                0.09408,                0.01098,                      0,                0.09124,                0.78788,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.06266,                0.00348,                      0,                0.06172,                0.75612,              0.0008318,              0.0008318,              0.0008318
                    120,                0.09074,                0.01114,                      0,                0.09225,                0.78499,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.06221,                 0.0033,                      0,                0.06368,                 0.7561,              0.0008219,              0.0008219,              0.0008219
                    121,                 0.0896,                 0.0104,                      0,                0.09088,                0.78775,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                0.06228,                0.00311,                      0,                0.06128,                0.75606,               0.000812,               0.000812,               0.000812
                    122,                0.09309,                0.01148,                      0,                0.09274,                0.78507,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                0.06719,                0.00321,                      0,                0.06915,                0.75614,              0.0008021,              0.0008021,              0.0008021
                    123,                0.08922,                0.01048,                      0,                0.08837,                0.78743,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.06183,                 0.0037,                      0,                0.06692,                0.75589,              0.0007922,              0.0007922,              0.0007922
                    124,                0.09162,                0.01024,                      0,                0.09196,                0.79039,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                 0.0602,                0.00331,                      0,                0.06343,                0.75557,              0.0007823,              0.0007823,              0.0007823
                    125,                0.08922,                0.00959,                      0,                0.08985,                0.78482,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.06182,                0.00347,                      0,                0.05643,                0.75603,              0.0007724,              0.0007724,              0.0007724
                    126,                 0.0887,                0.00883,                      0,                0.08833,                0.78792,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                 0.0642,                0.00401,                      0,                0.05608,                0.75604,              0.0007625,              0.0007625,              0.0007625
                    127,                0.09244,                0.00909,                      0,                0.09125,                0.78532,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.06153,                0.00324,                      0,                0.06507,                0.75585,              0.0007526,              0.0007526,              0.0007526
                    128,                0.08817,                0.00988,                      0,                 0.0894,                0.78416,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.05928,                0.00381,                      0,                0.05944,                0.75569,              0.0007427,              0.0007427,              0.0007427
                    129,                0.08787,                0.01076,                      0,                0.08847,                0.78525,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.06119,                0.00335,                      0,                0.06369,                0.75581,              0.0007328,              0.0007328,              0.0007328
                    130,                0.09122,                0.01161,                      0,                0.08971,                0.78686,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.06851,                0.00375,                      0,                0.06399,                0.75679,              0.0007229,              0.0007229,              0.0007229
                    131,                 0.0876,                0.01231,                      0,                0.08817,                0.78806,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.06438,                0.00355,                      0,                0.05747,                0.75615,               0.000713,               0.000713,               0.000713
                    132,                0.08928,                0.01142,                      0,                0.08928,                0.78592,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.06309,                0.00355,                      0,                0.06344,                0.75619,              0.0007031,              0.0007031,              0.0007031
                    133,                0.08754,                0.01084,                      0,                0.08832,                0.78996,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.05801,                0.00334,                      0,                 0.0546,                0.75552,              0.0006932,              0.0006932,              0.0006932
                    134,                0.08599,                 0.0106,                      0,                0.08541,                0.78449,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                 0.0589,                0.00319,                      0,                0.05668,                0.75537,              0.0006833,              0.0006833,              0.0006833
                    135,                0.08602,                0.00927,                      0,                0.08556,                0.78527,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.06189,                0.00313,                      0,                0.07006,                0.75578,              0.0006734,              0.0006734,              0.0006734
                    136,                0.08332,                0.00839,                      0,                 0.0847,                0.78594,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.06046,                0.00313,                      0,                0.05377,                0.75555,              0.0006635,              0.0006635,              0.0006635
                    137,                0.08484,                 0.0085,                      0,                0.08702,                 0.7812,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.05837,                 0.0034,                      0,                0.06142,                0.75546,              0.0006536,              0.0006536,              0.0006536
                    138,                0.08293,                0.00763,                      0,                0.08381,                0.78731,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.06041,                0.00293,                      0,                0.05809,                 0.7556,              0.0006437,              0.0006437,              0.0006437
                    139,                0.08433,                0.00829,                      0,                0.08727,                 0.7861,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.06021,                 0.0032,                      0,                0.05837,                0.75559,              0.0006338,              0.0006338,              0.0006338
                    140,                0.08532,                0.00897,                      0,                0.08715,                0.78915,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.06094,                0.00362,                      0,                0.05765,                0.75602,              0.0006239,              0.0006239,              0.0006239
                    141,                0.08534,                  0.009,                      0,                0.08731,                0.78875,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.05831,                0.00306,                      0,                0.05907,                0.75563,               0.000614,               0.000614,               0.000614
                    142,                0.08396,                0.00975,                      0,                0.08613,                0.79059,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.05656,                0.00316,                      0,                0.05809,                0.75559,              0.0006041,              0.0006041,              0.0006041
                    143,                0.08211,                0.00896,                      0,                0.08365,                0.78508,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.05761,                0.00346,                      0,                0.05723,                0.75573,              0.0005942,              0.0005942,              0.0005942
                    144,                0.08303,                0.00909,                      0,                0.08513,                0.78921,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.05622,                0.00307,                      0,                0.05671,                0.75548,              0.0005843,              0.0005843,              0.0005843
                    145,                0.07985,                0.00715,                      0,                 0.0804,                0.78643,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.06276,                0.00312,                      0,                0.05817,                0.75602,              0.0005744,              0.0005744,              0.0005744
                    146,                 0.0815,                0.00741,                      0,                 0.0825,                0.78296,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.06091,                0.00296,                      0,                0.05656,                0.75573,              0.0005645,              0.0005645,              0.0005645
                    147,                0.08237,                0.00952,                      0,                0.08238,                0.78894,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.06141,                0.00275,                      0,                0.05641,                0.75565,              0.0005546,              0.0005546,              0.0005546
                    148,                 0.0793,                0.00661,                      0,                0.07956,                 0.7867,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.06129,                0.00294,                      0,                0.06141,                0.75571,              0.0005447,              0.0005447,              0.0005447
                    149,                 0.0821,                0.00797,                      0,                0.08192,                0.78997,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.05768,                0.00291,                      0,                 0.0608,                0.75553,              0.0005348,              0.0005348,              0.0005348
                    150,                0.07832,                0.00709,                      0,                0.07814,                0.78538,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.06344,                0.00322,                      0,                0.05797,                0.75582,              0.0005249,              0.0005249,              0.0005249
                    151,                 0.0801,                0.00837,                      0,                 0.0805,                0.78537,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.06019,                0.00329,                      0,                0.05645,                 0.7556,               0.000515,               0.000515,               0.000515
                    152,                0.07891,                0.00808,                      0,                0.08032,                0.78549,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.05768,                 0.0031,                      0,                0.05823,                0.75521,              0.0005051,              0.0005051,              0.0005051
                    153,                0.07829,                0.00659,                      0,                0.07922,                0.78543,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.05836,                0.00314,                      0,                0.05406,                 0.7555,              0.0004952,              0.0004952,              0.0004952
                    154,                0.08084,                0.00745,                      0,                0.08194,                0.78756,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.05675,                0.00319,                      0,                0.05515,                0.75516,              0.0004853,              0.0004853,              0.0004853
                    155,                0.07905,                0.00679,                      0,                0.07927,                0.78556,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.05645,                0.00334,                      0,                 0.0534,                0.75525,              0.0004754,              0.0004754,              0.0004754
                    156,                0.07638,                0.00711,                      0,                0.07704,                0.78416,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.06029,                0.00335,                      0,                0.05797,                0.75556,              0.0004655,              0.0004655,              0.0004655
                    157,                0.07754,                0.00676,                      0,                0.07643,                0.78641,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.05671,                0.00259,                      0,                0.05546,                 0.7557,              0.0004556,              0.0004556,              0.0004556
                    158,                0.07996,                0.00703,                      0,                0.07867,                0.78598,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.05704,                0.00241,                      0,                0.05414,                0.75516,              0.0004457,              0.0004457,              0.0004457
                    159,                0.07637,                0.00696,                      0,                0.07598,                0.78758,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.05618,                0.00253,                      0,                0.05073,                0.75511,              0.0004358,              0.0004358,              0.0004358
                    160,                0.07703,                 0.0065,                      0,                0.07422,                0.78637,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.05429,                 0.0025,                      0,                0.05358,                0.75512,              0.0004259,              0.0004259,              0.0004259
                    161,                0.07393,                0.00565,                      0,                0.07224,                0.78632,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.05553,                0.00249,                      0,                0.05535,                0.75513,               0.000416,               0.000416,               0.000416
                    162,                 0.0738,                0.00593,                      0,                0.07476,                0.78173,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                  0.054,                0.00266,                      0,                0.05353,                0.75529,              0.0004061,              0.0004061,              0.0004061
                    163,                0.07473,                0.00615,                      0,                0.07649,                0.78608,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.05606,                0.00267,                      0,                0.05499,                0.75523,              0.0003962,              0.0003962,              0.0003962
                    164,                0.07188,                 0.0054,                      0,                0.07215,                0.78436,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.05688,                0.00253,                      0,                0.05032,                0.75516,              0.0003863,              0.0003863,              0.0003863
                    165,                0.07199,                0.00594,                      0,                0.07136,                0.78147,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.05482,                0.00237,                      0,                0.04997,                0.75491,              0.0003764,              0.0003764,              0.0003764
                    166,                0.07201,                0.00592,                      0,                0.07121,                0.78688,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                 0.0573,                0.00244,                      0,                0.05795,                0.75496,              0.0003665,              0.0003665,              0.0003665
                    167,                0.07511,                0.00808,                      0,                0.07655,                0.78477,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.05506,                0.00304,                      0,                0.05453,                0.75503,              0.0003566,              0.0003566,              0.0003566
                    168,                0.07125,                0.00595,                      0,                0.07151,                0.78778,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.05452,                0.00283,                      0,                0.05555,                0.75498,              0.0003467,              0.0003467,              0.0003467
                    169,                0.07056,                0.00544,                      0,                 0.0712,                0.77979,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.05612,                0.00242,                      0,                0.05223,                0.75497,              0.0003368,              0.0003368,              0.0003368
                    170,                 0.0712,                0.00603,                      0,                 0.0722,                0.78359,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.05768,                0.00228,                      0,                0.05362,                0.75503,              0.0003269,              0.0003269,              0.0003269
                    171,                0.07108,                0.00566,                      0,                0.07131,                0.78932,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.05558,                0.00227,                      0,                0.05521,                0.75504,               0.000317,               0.000317,               0.000317
                    172,                0.07165,                0.00688,                      0,                0.07073,                  0.786,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.05377,                0.00227,                      0,                0.04978,                0.75492,              0.0003071,              0.0003071,              0.0003071
                    173,                0.07078,                 0.0059,                      0,                0.06916,                0.78529,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.05457,                0.00248,                      0,                 0.0511,                0.75493,              0.0002972,              0.0002972,              0.0002972
                    174,                0.06946,                0.00536,                      0,                0.06873,                0.78471,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.05681,                0.00254,                      0,                0.05179,                0.75496,              0.0002873,              0.0002873,              0.0002873
                    175,                0.06882,                0.00565,                      0,                0.07076,                0.77968,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.05616,                0.00247,                      0,                 0.0508,                0.75503,              0.0002774,              0.0002774,              0.0002774
                    176,                0.06881,                0.00563,                      0,                0.06918,                0.78648,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.05513,                0.00237,                      0,                0.05208,                0.75487,              0.0002675,              0.0002675,              0.0002675
                    177,                0.07121,                0.00545,                      0,                 0.0692,                0.78187,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.05245,                0.00227,                      0,                 0.0508,                0.75457,              0.0002576,              0.0002576,              0.0002576
                    178,                0.06956,                0.00545,                      0,                 0.0696,                 0.7893,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.05431,                0.00222,                      0,                0.05055,                0.75494,              0.0002477,              0.0002477,              0.0002477
                    179,                 0.0698,                0.00525,                      0,                0.06861,                0.78708,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.05322,                0.00223,                      0,                0.05009,                0.75468,              0.0002378,              0.0002378,              0.0002378
                    180,                 0.0693,                0.00498,                      0,                0.06671,                0.78359,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.05435,                0.00219,                      0,                0.05032,                0.75485,              0.0002279,              0.0002279,              0.0002279
                    181,                0.06754,                0.00472,                      0,                0.06631,                0.78984,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.05306,                0.00221,                      0,                0.05095,                 0.7547,               0.000218,               0.000218,               0.000218
                    182,                0.06741,                0.00565,                      0,                0.06596,                0.78891,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.05562,                 0.0021,                      0,                0.05211,                0.75478,              0.0002081,              0.0002081,              0.0002081
                    183,                0.06681,                0.00449,                      0,                0.06439,                0.78483,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.05461,                0.00215,                      0,                0.04884,                0.75472,              0.0001982,              0.0001982,              0.0001982
                    184,                0.06667,                0.00478,                      0,                0.06428,                 0.7852,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.05447,                0.00207,                      0,                0.04753,                0.75467,              0.0001883,              0.0001883,              0.0001883
                    185,                0.06666,                0.00473,                      0,                0.06448,                0.78275,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.05388,                0.00205,                      0,                0.04785,                0.75466,              0.0001784,              0.0001784,              0.0001784
                    186,                0.06553,                0.00459,                      0,                0.06455,                 0.7889,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.05478,                0.00203,                      0,                0.04899,                0.75467,              0.0001685,              0.0001685,              0.0001685
                    187,                0.06585,                0.00461,                      0,                0.06391,                0.78991,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.05351,                0.00205,                      0,                0.04725,                0.75468,              0.0001586,              0.0001586,              0.0001586
                    188,                0.06517,                0.00465,                      0,                0.06324,                0.78728,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.05249,                0.00212,                      0,                 0.0476,                0.75474,              0.0001487,              0.0001487,              0.0001487
                    189,                0.06465,                0.00469,                      0,                0.06287,                0.78795,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.05219,                0.00206,                      0,                0.04762,                 0.7546,              0.0001388,              0.0001388,              0.0001388
                    190,                0.06341,                0.00422,                      0,                 0.0613,                0.78297,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.05138,                0.00203,                      0,                0.04682,                0.75451,              0.0001289,              0.0001289,              0.0001289
                    191,                 0.0537,                0.00241,                      0,                0.05135,                0.75212,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                 0.0509,                0.00214,                      0,                0.05019,                0.75458,               0.000119,               0.000119,               0.000119
                    192,                0.05322,                0.00214,                      0,                0.05182,                0.75191,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                0.05221,                0.00229,                      0,                0.05047,                0.75461,              0.0001091,              0.0001091,              0.0001091
                    193,                0.05232,                0.00193,                      0,                0.05039,                0.75493,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                0.05318,                 0.0024,                      0,                0.05528,                0.75471,               9.92e-05,               9.92e-05,               9.92e-05
                    194,                0.05078,                0.00189,                      0,                0.04881,                0.75542,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                0.05355,                0.00233,                      0,                0.05278,                0.75477,               8.93e-05,               8.93e-05,               8.93e-05
                    195,                0.04999,                 0.0017,                      0,                0.04819,                0.75224,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                0.05361,                0.00239,                      0,                0.05073,                0.75468,               7.94e-05,               7.94e-05,               7.94e-05
                    196,                 0.0499,                0.00168,                      0,                0.04794,                0.75199,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                 0.0541,                0.00234,                      0,                0.05066,                0.75473,               6.95e-05,               6.95e-05,               6.95e-05
                    197,                0.05022,                0.00175,                      0,                0.04864,                0.75195,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                0.05317,                0.00236,                      0,                0.05096,                0.75467,               5.96e-05,               5.96e-05,               5.96e-05
                    198,                0.04885,                0.00158,                      0,                0.04666,                0.75503,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.05361,                0.00238,                      0,                0.05244,                0.75475,               4.97e-05,               4.97e-05,               4.97e-05
                    199,                0.04825,                0.00154,                      0,                0.04596,                0.75846,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.05363,                0.00236,                      0,                0.05336,                0.75474,               3.98e-05,               3.98e-05,               3.98e-05
                    200,                 0.0477,                0.00156,                      0,                0.04563,                0.75267,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                0.05421,                0.00237,                      0,                0.05098,                0.75465,               2.99e-05,               2.99e-05,               2.99e-05
