                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     12,                0.20084,                0.14509,                      0,                0.18356,                0.82592,                0.99974,                      1,                  0.995,                  0.995,                0.99974,                      1,                  0.995,                  0.995,                0.16598,                0.06865,                      0,                0.13526,                0.80302,              0.0018911,              0.0018911,              0.0018911
                     13,                0.18925,                0.13459,                      0,                0.17491,                0.82632,                0.99969,                      1,                  0.995,                  0.995,                0.99969,                      1,                  0.995,                  0.995,                0.14484,                0.04345,                      0,                0.14267,                0.79947,              0.0018812,              0.0018812,              0.0018812
                     14,                0.18959,                0.13648,                      0,                0.17642,                0.82361,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                0.12953,                0.03511,                      0,                0.11728,                0.80209,              0.0018713,              0.0018713,              0.0018713
                     15,                0.18262,                 0.1141,                      0,                0.17009,                 0.8205,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                0.15893,                0.07531,                      0,                0.13461,                0.80206,              0.0018614,              0.0018614,              0.0018614
                     16,                0.17798,                0.10238,                      0,                 0.1677,                0.82306,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                0.14276,                 0.0303,                      0,                0.12896,                0.79719,              0.0018515,              0.0018515,              0.0018515
                     17,                0.17185,                0.10052,                      0,                0.16232,                0.82504,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                0.10949,                0.03534,                      0,                0.11068,                0.79509,              0.0018416,              0.0018416,              0.0018416
                     18,                0.17372,                0.09324,                      0,                0.16006,                 0.8201,                0.99981,                      1,                  0.995,                  0.995,                0.99981,                      1,                  0.995,                  0.995,                0.11052,                0.03509,                      0,                0.10681,                0.79369,              0.0018317,              0.0018317,              0.0018317
                     19,                0.16822,                0.07943,                      0,                0.16028,                0.81852,                 0.9998,                      1,                  0.995,                  0.995,                 0.9998,                      1,                  0.995,                  0.995,                0.11967,                0.03548,                      0,                0.11228,                0.79708,              0.0018218,              0.0018218,              0.0018218
                     20,                0.17329,                0.08613,                      0,                0.16183,                0.82064,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                 0.1123,                 0.0535,                      0,                0.10565,                0.79661,              0.0018119,              0.0018119,              0.0018119
                     21,                0.16114,                0.09167,                      0,                0.15303,                 0.8173,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.09736,                0.02396,                      0,                0.09708,                0.79259,               0.001802,               0.001802,               0.001802
                     22,                0.16488,                0.09083,                      0,                0.15666,                0.82133,                0.99911,                      1,                  0.995,                  0.995,                0.99911,                      1,                  0.995,                  0.995,                0.12131,                0.03025,                      0,                0.10596,                0.79791,              0.0017921,              0.0017921,              0.0017921
                     23,                0.16509,                 0.0744,                      0,                 0.1521,                0.82327,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                0.11603,                0.02664,                      0,                0.09569,                0.79377,              0.0017822,              0.0017822,              0.0017822
                     24,                0.15112,                0.06822,                      0,                0.14442,                0.81884,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                0.09982,                0.03581,                      0,                0.08787,                0.79491,              0.0017723,              0.0017723,              0.0017723
                     25,                0.16484,                0.08341,                      0,                0.15638,                0.82147,                0.99979,                      1,                  0.995,                  0.995,                0.99979,                      1,                  0.995,                  0.995,                 0.0985,                 0.0236,                      0,                0.09317,                 0.7933,              0.0017624,              0.0017624,              0.0017624
                     26,                0.15124,                0.07573,                      0,                0.14336,                0.81776,                 0.9998,                      1,                  0.995,                  0.995,                 0.9998,                      1,                  0.995,                  0.995,                0.13075,                0.02356,                      0,                0.11095,                  0.795,              0.0017525,              0.0017525,              0.0017525
                     27,                0.14459,                0.05816,                      0,                0.13869,                0.81808,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                 0.0897,                0.01108,                      0,                0.08943,                0.79196,              0.0017426,              0.0017426,              0.0017426
                     28,                0.15073,                0.06557,                      0,                0.14078,                0.82139,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                0.08462,                0.01585,                      0,                0.08174,                0.79181,              0.0017327,              0.0017327,              0.0017327
                     29,                0.15042,                0.07656,                      0,                0.14359,                 0.8179,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                 0.1147,                0.03158,                      0,                0.09118,                0.79806,              0.0017228,              0.0017228,              0.0017228
                     30,                0.14769,                0.06949,                      0,                0.14322,                0.81893,                 0.9998,                      1,                  0.995,                  0.995,                 0.9998,                      1,                  0.995,                  0.995,                0.14304,                0.02574,                      0,                0.11139,                0.79586,              0.0017129,              0.0017129,              0.0017129
                     31,                0.14976,                0.07319,                      0,                0.14344,                 0.8168,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                0.11285,                0.01748,                      0,                0.09945,                0.79461,               0.001703,               0.001703,               0.001703
                     32,                 0.1397,                0.06554,                      0,                0.13813,                0.81721,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                0.09021,                0.02199,                      0,                0.09356,                0.79127,              0.0016931,              0.0016931,              0.0016931
                     33,                0.14657,                0.05547,                      0,                0.14028,                0.81368,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                0.10583,                0.01796,                      0,                0.10319,                0.79303,              0.0016832,              0.0016832,              0.0016832
                     34,                0.14285,                0.07668,                      0,                0.13729,                0.81748,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                0.09357,                0.00986,                      0,                0.09095,                0.79126,              0.0016733,              0.0016733,              0.0016733
                     35,                0.14042,                 0.0706,                      0,                0.13547,                0.81611,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                 0.0911,                0.01406,                      0,                 0.0804,                0.79346,              0.0016634,              0.0016634,              0.0016634
                     36,                 0.1387,                0.07195,                      0,                0.13633,                0.81951,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                0.08965,                0.01284,                      0,                0.09301,                0.79094,              0.0016535,              0.0016535,              0.0016535
                     37,                0.13772,                0.05978,                      0,                0.13388,                0.81777,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.10146,                 0.0163,                      0,                0.08153,                0.79222,              0.0016436,              0.0016436,              0.0016436
                     38,                0.14144,                0.06779,                      0,                0.13936,                0.81825,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                0.09534,                0.02076,                      0,                0.09253,                 0.7922,              0.0016337,              0.0016337,              0.0016337
                     39,                  0.135,                0.05264,                      0,                0.13409,                0.81725,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                0.09138,                0.00932,                      0,                0.08342,                0.79025,              0.0016238,              0.0016238,              0.0016238
                     40,                0.12914,                0.04589,                      0,                0.12995,                0.81784,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.08473,                0.01049,                      0,                0.07969,                0.79062,              0.0016139,              0.0016139,              0.0016139
                     41,                0.12747,                0.04882,                      0,                0.12817,                0.81776,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.10692,                0.02011,                      0,                0.08847,                 0.7928,               0.001604,               0.001604,               0.001604
                     42,                0.13474,                0.05845,                      0,                 0.1323,                0.81499,                0.99981,                      1,                  0.995,                  0.995,                0.99981,                      1,                  0.995,                  0.995,                0.11091,                0.00923,                      0,                0.09771,                0.79421,              0.0015941,              0.0015941,              0.0015941
                     43,                0.13099,                0.06561,                      0,                0.12806,                0.81666,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                0.08157,                0.01686,                      0,                0.07847,                0.78985,              0.0015842,              0.0015842,              0.0015842
                     44,                0.12877,                0.05536,                      0,                0.12866,                0.81625,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                0.07079,                0.01037,                      0,                0.07587,                0.79029,              0.0015743,              0.0015743,              0.0015743
                     45,                0.12153,                0.04354,                      0,                0.12346,                0.81428,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                0.06761,                0.01877,                      0,                0.07237,                0.78911,              0.0015644,              0.0015644,              0.0015644
                     46,                0.12218,                0.04513,                      0,                0.12223,                0.81187,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.08136,                0.01209,                      0,                0.07422,                0.79078,              0.0015545,              0.0015545,              0.0015545
                     47,                0.12368,                0.04167,                      0,                0.12254,                 0.8137,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                0.08136,                0.01369,                      0,                0.07952,                0.79091,              0.0015446,              0.0015446,              0.0015446
                     48,                0.11988,                0.04343,                      0,                0.12681,                0.81319,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                0.06986,                0.00986,                      0,                0.07842,                0.79027,              0.0015347,              0.0015347,              0.0015347
                     49,                0.11703,                0.04374,                      0,                0.11857,                0.81365,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.07119,                0.01136,                      0,                0.07551,                0.79055,              0.0015248,              0.0015248,              0.0015248
                     50,                 0.1178,                0.05952,                      0,                0.11985,                0.81411,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.10738,                0.01777,                      0,                0.09413,                0.79407,              0.0015149,              0.0015149,              0.0015149
                     51,                0.12262,                0.05412,                      0,                 0.1238,                0.81335,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                0.08795,                0.02151,                      0,                  0.091,                0.79073,               0.001505,               0.001505,               0.001505
                     52,                0.11931,                0.04456,                      0,                0.12073,                0.81428,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                0.07133,                0.01252,                      0,                0.08698,                0.79026,              0.0014951,              0.0014951,              0.0014951
                     53,                 0.1113,                0.03779,                      0,                0.12103,                0.81601,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.08042,                0.01499,                      0,                0.09849,                0.79076,              0.0014852,              0.0014852,              0.0014852
                     54,                0.11263,                0.04228,                      0,                0.11733,                0.81244,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                 0.0663,                  0.009,                      0,                0.06975,                0.78836,              0.0014753,              0.0014753,              0.0014753
                     55,                0.11479,                0.04866,                      0,                0.11843,                0.81642,                0.99981,                      1,                  0.995,                  0.995,                0.99981,                      1,                  0.995,                  0.995,                0.09395,                0.00774,                      0,                 0.0831,                0.78999,              0.0014654,              0.0014654,              0.0014654
                     56,                0.11481,                0.03597,                      0,                0.11812,                0.81782,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                0.06978,                0.00818,                      0,                0.06906,                0.79021,              0.0014555,              0.0014555,              0.0014555
                     57,                0.11646,                0.04046,                      0,                0.11716,                0.81372,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                0.06609,                  0.012,                      0,                0.06459,                0.78892,              0.0014456,              0.0014456,              0.0014456
                     58,                0.10818,                 0.0355,                      0,                0.11295,                 0.8134,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                0.06471,                0.00788,                      0,                 0.0618,                0.78909,              0.0014357,              0.0014357,              0.0014357
                     59,                0.11254,                0.03414,                      0,                0.11735,                0.81039,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                0.06805,                0.01104,                      0,                0.07711,                0.78985,              0.0014258,              0.0014258,              0.0014258
                     60,                0.11152,                0.03694,                      0,                0.11801,                0.81476,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                0.06175,                0.00919,                      0,                0.06429,                0.78894,              0.0014159,              0.0014159,              0.0014159
                     61,                0.10966,                0.03464,                      0,                0.11657,                0.81093,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                0.06628,                0.00804,                      0,                0.06752,                0.78911,               0.001406,               0.001406,               0.001406
                     62,                0.10906,                0.03974,                      0,                0.11367,                0.81359,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                0.06069,                0.00801,                      0,                0.06872,                0.79021,              0.0013961,              0.0013961,              0.0013961
                     63,                0.11181,                0.04612,                      0,                0.11618,                0.81463,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.06634,                0.00989,                      0,                0.07083,                0.78948,              0.0013862,              0.0013862,              0.0013862
                     64,                0.10765,                0.03804,                      0,                0.11435,                0.81221,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                0.06634,                0.01648,                      0,                 0.0723,                0.79008,              0.0013763,              0.0013763,              0.0013763
                     65,                0.10534,                 0.0382,                      0,                  0.113,                0.81169,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                0.06203,                 0.0083,                      0,                0.06394,                0.78854,              0.0013664,              0.0013664,              0.0013664
                     66,                0.10352,                0.03422,                      0,                 0.1113,                0.81404,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                0.06201,                 0.0083,                      0,                0.06746,                0.78829,              0.0013565,              0.0013565,              0.0013565
                     67,                0.10408,                0.03746,                      0,                0.11625,                0.81276,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.06336,                0.00741,                      0,                0.06539,                 0.7894,              0.0013466,              0.0013466,              0.0013466
                     68,                0.09857,                 0.0309,                      0,                0.10791,                0.81549,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.06636,                0.00934,                      0,                0.06177,                0.78879,              0.0013367,              0.0013367,              0.0013367
                     69,                0.09921,                0.03062,                      0,                0.10647,                0.81304,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.05978,                0.01044,                      0,                0.05731,                0.78919,              0.0013268,              0.0013268,              0.0013268
                     70,                0.10391,                0.03652,                      0,                0.11051,                0.81358,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                0.06674,                0.01338,                      0,                0.06298,                0.78838,              0.0013169,              0.0013169,              0.0013169
                     71,                0.10028,                0.02934,                      0,                0.10895,                0.81438,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                0.06634,                0.00776,                      0,                0.06605,                0.78901,               0.001307,               0.001307,               0.001307
                     72,                0.10215,                0.03397,                      0,                0.10588,                0.81408,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.06373,                0.00786,                      0,                0.05824,                0.78778,              0.0012971,              0.0012971,              0.0012971
                     73,                0.10114,                0.02919,                      0,                0.10545,                0.81248,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.05885,                0.00825,                      0,                0.05815,                0.78866,              0.0012872,              0.0012872,              0.0012872
                     74,                0.09609,                0.02657,                      0,                0.10189,                0.81261,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                0.07073,                0.00789,                      0,                0.06522,                 0.7901,              0.0012773,              0.0012773,              0.0012773
                     75,                0.10217,                0.02522,                      0,                 0.1069,                0.81401,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                0.05668,                0.00662,                      0,                0.05667,                0.78798,              0.0012674,              0.0012674,              0.0012674
                     76,                0.10038,                0.03088,                      0,                  0.108,                0.81252,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                0.05501,                 0.0071,                      0,                0.05801,                0.78837,              0.0012575,              0.0012575,              0.0012575
                     77,                0.09704,                0.02812,                      0,                0.10651,                0.81245,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                0.05767,                0.00658,                      0,                0.05956,                  0.788,              0.0012476,              0.0012476,              0.0012476
                     78,                0.09602,                0.02959,                      0,                0.10206,                0.81551,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                0.05489,                 0.0068,                      0,                0.05666,                0.78792,              0.0012377,              0.0012377,              0.0012377
                     79,                0.09527,                0.02946,                      0,                0.10255,                 0.8108,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                 0.0608,                0.00848,                      0,                0.07406,                0.78879,              0.0012278,              0.0012278,              0.0012278
                     80,                0.09314,                0.02936,                      0,                0.10285,                0.81651,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.05571,                0.00782,                      0,                 0.0611,                 0.7876,              0.0012179,              0.0012179,              0.0012179
                     81,                0.09681,                0.03245,                      0,                 0.1039,                0.81087,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.06236,                0.01073,                      0,                0.06353,                0.78847,               0.001208,               0.001208,               0.001208
                     82,                0.09484,                0.03296,                      0,                0.10415,                0.81133,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.05511,                0.00802,                      0,                0.06163,                0.78774,              0.0011981,              0.0011981,              0.0011981
                     83,                0.09462,                0.03159,                      0,                0.10324,                0.81332,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.06293,                0.00944,                      0,                0.06205,                0.78836,              0.0011882,              0.0011882,              0.0011882
                     84,                0.09539,                0.02738,                      0,                0.10266,                0.81043,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                 0.0532,                0.01053,                      0,                0.05841,                 0.7877,              0.0011783,              0.0011783,              0.0011783
                     85,                0.09175,                0.02403,                      0,                0.09981,                0.81002,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                0.05387,                0.00897,                      0,                0.05607,                0.78858,              0.0011684,              0.0011684,              0.0011684
                     86,                0.09058,                0.02373,                      0,                0.09628,                0.81099,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                0.05727,                0.00621,                      0,                0.05818,                0.78824,              0.0011585,              0.0011585,              0.0011585
                     87,                0.08957,                 0.0258,                      0,                0.09862,                0.81222,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                0.05434,                0.00545,                      0,                0.05423,                0.78761,              0.0011486,              0.0011486,              0.0011486
                     88,                0.09056,                0.02472,                      0,                 0.0969,                0.81297,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                0.06496,                0.00625,                      0,                0.05921,                0.78896,              0.0011387,              0.0011387,              0.0011387
                     89,                 0.0968,                0.02764,                      0,                0.10247,                 0.8134,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.06696,                0.01034,                      0,                0.07328,                0.79048,              0.0011288,              0.0011288,              0.0011288
                     90,                0.09349,                0.02978,                      0,                0.10101,                 0.8114,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                0.05492,                0.00723,                      0,                0.06277,                 0.7874,              0.0011189,              0.0011189,              0.0011189
                     91,                0.08904,                0.02311,                      0,                0.09801,                0.80826,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                0.04716,                0.00673,                      0,                0.05781,                0.78745,               0.001109,               0.001109,               0.001109
                     92,                0.09178,                0.02238,                      0,                0.09893,                0.81021,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                0.05035,                0.00624,                      0,                0.05671,                0.78769,              0.0010991,              0.0010991,              0.0010991
                     93,                0.08893,                0.02712,                      0,                0.09643,                0.81291,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.04989,                 0.0061,                      0,                0.05952,                0.78751,              0.0010892,              0.0010892,              0.0010892
                     94,                0.09223,                0.02475,                      0,                0.09997,                 0.8135,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                0.05099,                 0.0057,                      0,                0.05304,                0.78731,              0.0010793,              0.0010793,              0.0010793
                     95,                0.08491,                 0.0209,                      0,                0.09289,                0.80893,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                0.05376,                 0.0049,                      0,                0.05011,                0.78734,              0.0010694,              0.0010694,              0.0010694
                     96,                0.08603,                0.02282,                      0,                0.09498,                0.81285,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                 0.0507,                0.00667,                      0,                 0.0517,                0.78821,              0.0010595,              0.0010595,              0.0010595
                     97,                 0.0854,                0.02188,                      0,                0.09373,                0.81336,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                0.04983,                0.00496,                      0,                0.04841,                0.78714,              0.0010496,              0.0010496,              0.0010496
                     98,                0.08305,                0.01927,                      0,                0.09214,                 0.8111,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.05229,                0.00467,                      0,                0.05243,                0.78742,              0.0010397,              0.0010397,              0.0010397
                     99,                0.08562,                0.02243,                      0,                0.09406,                0.81037,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.04441,                0.00648,                      0,                 0.0497,                0.78681,              0.0010298,              0.0010298,              0.0010298
                    100,                0.08616,                0.02511,                      0,                0.09391,                0.81372,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.04884,                0.00632,                      0,                0.05575,                0.78733,              0.0010199,              0.0010199,              0.0010199
                    101,                0.08529,                0.02229,                      0,                 0.0933,                 0.8131,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                0.05399,                0.00588,                      0,                0.05493,                0.78775,                0.00101,                0.00101,                0.00101
                    102,                0.08445,                0.02331,                      0,                0.09258,                0.81161,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                0.04538,                0.00559,                      0,                0.04917,                0.78691,              0.0010001,              0.0010001,              0.0010001
                    103,                0.08512,                 0.0222,                      0,                0.09243,                0.80984,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                0.04591,                0.00545,                      0,                0.04934,                0.78727,              0.0009902,              0.0009902,              0.0009902
                    104,                0.08615,                 0.0196,                      0,                0.09439,                0.81329,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                0.04511,                0.00469,                      0,                0.04747,                0.78706,              0.0009803,              0.0009803,              0.0009803
                    105,                0.08647,                0.01932,                      0,                0.09441,                0.81343,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                0.04439,                0.00478,                      0,                 0.0486,                0.78687,              0.0009704,              0.0009704,              0.0009704
                    106,                0.08271,                 0.0218,                      0,                0.09135,                0.81365,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.04243,                0.00397,                      0,                0.04452,                0.78706,              0.0009605,              0.0009605,              0.0009605
                    107,                0.08244,                0.02075,                      0,                0.09025,                0.81188,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                0.04874,                0.00452,                      0,                0.05086,                0.78716,              0.0009506,              0.0009506,              0.0009506
                    108,                0.08031,                0.02059,                      0,                0.08879,                0.81253,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                0.04749,                0.00669,                      0,                0.05231,                0.78711,              0.0009407,              0.0009407,              0.0009407
