                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    109,                 0.0813,                0.02219,                      0,                0.08808,                0.81363,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.04294,                0.00529,                      0,                0.04888,                0.78674,              0.0009308,              0.0009308,              0.0009308
                    110,                0.08182,                0.02098,                      0,                0.09108,                0.81419,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                0.04686,                 0.0054,                      0,                0.04737,                0.78703,              0.0009209,              0.0009209,              0.0009209
                    111,                 0.0804,                0.02319,                      0,                0.08981,                0.81189,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                0.04221,                0.00596,                      0,                   0.05,                0.78679,               0.000911,               0.000911,               0.000911
                    112,                0.08394,                0.02497,                      0,                0.09338,                0.80846,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.04588,                0.00506,                      0,                0.04817,                0.78708,              0.0009011,              0.0009011,              0.0009011
                    113,                0.07955,                0.01974,                      0,                0.09136,                0.81107,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.04021,                 0.0064,                      0,                0.04475,                0.78657,              0.0008912,              0.0008912,              0.0008912
                    114,                0.07827,                0.02007,                      0,                0.08908,                0.81198,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.04318,                0.00451,                      0,                0.04411,                0.78719,              0.0008813,              0.0008813,              0.0008813
                    115,                0.08009,                0.01896,                      0,                0.08935,                0.81113,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.04479,                0.00515,                      0,                0.05005,                0.78694,              0.0008714,              0.0008714,              0.0008714
                    116,                0.07984,                0.01916,                      0,                 0.0887,                0.80863,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.04478,                0.00451,                      0,                0.04717,                0.78732,              0.0008615,              0.0008615,              0.0008615
                    117,                0.07849,                0.01556,                      0,                0.08809,                0.80992,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.04304,                0.00432,                      0,                0.04681,                0.78725,              0.0008516,              0.0008516,              0.0008516
                    118,                0.07402,                0.01525,                      0,                0.08417,                0.81026,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.04276,                 0.0043,                      0,                0.04506,                0.78667,              0.0008417,              0.0008417,              0.0008417
                    119,                0.07533,                0.01782,                      0,                  0.084,                0.80973,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                 0.0379,                0.00402,                      0,                0.04093,                0.78663,              0.0008318,              0.0008318,              0.0008318
                    120,                0.07691,                0.01659,                      0,                0.08446,                0.80705,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.04256,                0.00354,                      0,                0.04258,                0.78679,              0.0008219,              0.0008219,              0.0008219
                    121,                0.07337,                0.01415,                      0,                0.08406,                0.81096,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.03919,                0.00434,                      0,                0.04108,                0.78685,               0.000812,               0.000812,               0.000812
                    122,                0.07559,                0.01607,                      0,                0.08305,                 0.8101,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.04088,                0.00399,                      0,                0.04732,                0.78658,              0.0008021,              0.0008021,              0.0008021
                    123,                 0.0754,                0.01669,                      0,                0.08406,                0.81195,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.03852,                0.00495,                      0,                0.04239,                0.78642,              0.0007922,              0.0007922,              0.0007922
                    124,                0.07742,                0.01627,                      0,                0.08608,                0.80701,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                 0.0401,                0.00493,                      0,                0.04692,                0.78646,              0.0007823,              0.0007823,              0.0007823
                    125,                 0.0729,                0.01307,                      0,                 0.0811,                0.81308,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.03948,                 0.0049,                      0,                0.04732,                0.78674,              0.0007724,              0.0007724,              0.0007724
                    126,                0.07295,                0.01301,                      0,                0.08151,                0.80963,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.04035,                 0.0039,                      0,                0.04582,                0.78674,              0.0007625,              0.0007625,              0.0007625
                    127,                0.07336,                0.01426,                      0,                0.08259,                0.80793,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.03801,                0.00506,                      0,                0.04501,                0.78634,              0.0007526,              0.0007526,              0.0007526
                    128,                0.07528,                0.01603,                      0,                0.08314,                0.80844,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.04186,                0.00462,                      0,                0.04614,                0.78734,              0.0007427,              0.0007427,              0.0007427
                    129,                 0.0733,                0.01681,                      0,                0.08153,                0.81123,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                 0.0377,                0.00556,                      0,                0.04103,                0.78713,              0.0007328,              0.0007328,              0.0007328
                    130,                0.07667,                0.01707,                      0,                0.08568,                0.81178,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.04318,                0.00512,                      0,                0.04501,                0.78718,              0.0007229,              0.0007229,              0.0007229
                    131,                0.07295,                0.01638,                      0,                0.08249,                0.80952,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.04144,                0.00389,                      0,                0.04257,                0.78661,               0.000713,               0.000713,               0.000713
                    132,                 0.0702,                0.01462,                      0,                0.07953,                0.80858,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.03832,                0.00361,                      0,                 0.0408,                0.78661,              0.0007031,              0.0007031,              0.0007031
                    133,                 0.0718,                0.01469,                      0,                 0.0786,                0.80904,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                0.03643,                0.00363,                      0,                 0.0408,                0.78655,              0.0006932,              0.0006932,              0.0006932
                    134,                0.07149,                 0.0138,                      0,                0.07997,                0.81137,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.03846,                0.00384,                      0,                 0.0403,                0.78646,              0.0006833,              0.0006833,              0.0006833
                    135,                 0.0702,                0.01569,                      0,                0.07951,                0.81163,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                 0.0357,                0.00382,                      0,                0.03989,                0.78662,              0.0006734,              0.0006734,              0.0006734
                    136,                 0.0684,                0.01387,                      0,                0.07857,                0.80979,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.03523,                0.00347,                      0,                0.03924,                0.78667,              0.0006635,              0.0006635,              0.0006635
                    137,                0.06968,                0.01711,                      0,                0.08215,                0.81112,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                0.03888,                0.00371,                      0,                0.04447,                0.78661,              0.0006536,              0.0006536,              0.0006536
                    138,                0.07097,                0.01249,                      0,                0.07999,                0.80977,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                0.03624,                0.00352,                      0,                0.03929,                0.78643,              0.0006437,              0.0006437,              0.0006437
                    139,                 0.0715,                0.01319,                      0,                0.08159,                0.81206,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                0.03856,                0.00427,                      0,                0.04032,                0.78666,              0.0006338,              0.0006338,              0.0006338
                    140,                 0.0698,                0.01322,                      0,                0.07887,                0.81026,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.03708,                0.00324,                      0,                0.03955,                0.78663,              0.0006239,              0.0006239,              0.0006239
                    141,                0.06804,                0.01296,                      0,                0.07777,                0.81053,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                0.03523,                0.00364,                      0,                0.03695,                0.78635,               0.000614,               0.000614,               0.000614
                    142,                0.06548,                0.01496,                      0,                0.07519,                0.80794,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                0.04014,                0.00371,                      0,                0.04106,                0.78656,              0.0006041,              0.0006041,              0.0006041
                    143,                0.06789,                0.01165,                      0,                0.07793,                0.80737,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                 0.0369,                0.00372,                      0,                0.03822,                0.78687,              0.0005942,              0.0005942,              0.0005942
                    144,                0.06727,                0.01174,                      0,                0.07583,                0.81261,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.03777,                0.00345,                      0,                0.03892,                0.78641,              0.0005843,              0.0005843,              0.0005843
                    145,                0.06545,                0.01199,                      0,                0.07383,                0.80491,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.03482,                0.00367,                      0,                0.03821,                0.78626,              0.0005744,              0.0005744,              0.0005744
                    146,                0.06276,                0.01151,                      0,                0.07318,                0.80959,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.03612,                0.00327,                      0,                0.03825,                0.78616,              0.0005645,              0.0005645,              0.0005645
                    147,                0.06593,                0.01525,                      0,                0.07655,                0.80903,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                 0.0363,                0.00312,                      0,                0.03852,                0.78612,              0.0005546,              0.0005546,              0.0005546
                    148,                0.06335,                0.01131,                      0,                0.07211,                0.80778,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.03551,                 0.0033,                      0,                0.03612,                 0.7861,              0.0005447,              0.0005447,              0.0005447
                    149,                0.06244,                0.01072,                      0,                0.07064,                 0.8097,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.03312,                0.00295,                      0,                0.03472,                0.78597,              0.0005348,              0.0005348,              0.0005348
                    150,                0.06156,                0.01224,                      0,                0.07096,                0.80545,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.03221,                0.00321,                      0,                0.03412,                0.78607,              0.0005249,              0.0005249,              0.0005249
                    151,                0.06258,                0.01163,                      0,                0.07308,                0.81005,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                0.03322,                0.00313,                      0,                0.03448,                0.78601,               0.000515,               0.000515,               0.000515
                    152,                0.06503,                0.01262,                      0,                0.07472,                0.80959,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                0.03448,                0.00322,                      0,                0.03646,                0.78613,              0.0005051,              0.0005051,              0.0005051
                    153,                0.06012,                0.00998,                      0,                0.06863,                0.81206,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.03306,                0.00317,                      0,                0.03483,                0.78604,              0.0004952,              0.0004952,              0.0004952
                    154,                0.06008,                0.00947,                      0,                0.07103,                0.80758,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.03172,                0.00291,                      0,                0.03433,                0.78599,              0.0004853,              0.0004853,              0.0004853
                    155,                0.06002,                0.01161,                      0,                0.06886,                0.80432,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                0.03407,                0.00346,                      0,                0.03588,                0.78603,              0.0004754,              0.0004754,              0.0004754
                    156,                0.05999,                0.01034,                      0,                0.07096,                 0.8085,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                0.03449,                0.00348,                      0,                0.03506,                0.78596,              0.0004655,              0.0004655,              0.0004655
                    157,                0.06204,                0.01073,                      0,                 0.0705,                0.80816,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                0.03409,                0.00308,                      0,                0.03547,                0.78588,              0.0004556,              0.0004556,              0.0004556
                    158,                0.05957,                0.00973,                      0,                0.06942,                0.81126,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.03249,                 0.0032,                      0,                0.03409,                0.78594,              0.0004457,              0.0004457,              0.0004457
                    159,                0.06091,                0.01118,                      0,                0.07183,                0.80837,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.03253,                 0.0031,                      0,                 0.0357,                0.78601,              0.0004358,              0.0004358,              0.0004358
                    160,                0.05909,                0.01013,                      0,                0.06995,                0.80624,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                0.03346,                0.00305,                      0,                 0.0349,                 0.7861,              0.0004259,              0.0004259,              0.0004259
                    161,                0.05746,                0.00926,                      0,                0.06847,                0.80738,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.03324,                0.00315,                      0,                0.03617,                0.78603,               0.000416,               0.000416,               0.000416
                    162,                0.05841,                0.00958,                      0,                0.06794,                0.80825,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.03216,                0.00314,                      0,                0.03411,                0.78593,              0.0004061,              0.0004061,              0.0004061
                    163,                0.05784,                0.01056,                      0,                  0.068,                0.80856,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.03233,                0.00305,                      0,                0.03563,                 0.7859,              0.0003962,              0.0003962,              0.0003962
                    164,                0.05846,                0.01032,                      0,                0.06836,                0.80819,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.03261,                0.00294,                      0,                0.03742,                0.78591,              0.0003863,              0.0003863,              0.0003863
                    165,                0.05777,                0.01244,                      0,                   0.07,                0.80938,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.03173,                 0.0028,                      0,                0.03508,                0.78594,              0.0003764,              0.0003764,              0.0003764
                    166,                0.05674,                0.00985,                      0,                0.06743,                0.80793,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.03075,                0.00288,                      0,                 0.0336,                 0.7858,              0.0003665,              0.0003665,              0.0003665
                    167,                0.05574,                0.00954,                      0,                0.06709,                0.80632,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.03203,                0.00268,                      0,                0.03378,                0.78584,              0.0003566,              0.0003566,              0.0003566
                    168,                0.05546,                0.00914,                      0,                 0.0654,                0.80883,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.03253,                0.00274,                      0,                 0.0336,                0.78591,              0.0003467,              0.0003467,              0.0003467
                    169,                0.05533,                   0.01,                      0,                0.06599,                0.80986,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.03061,                0.00258,                      0,                0.03318,                0.78587,              0.0003368,              0.0003368,              0.0003368
                    170,                0.05609,                0.00954,                      0,                 0.0665,                  0.809,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.03152,                0.00263,                      0,                0.03345,                0.78584,              0.0003269,              0.0003269,              0.0003269
                    171,                0.05394,                0.00841,                      0,                0.06415,                0.80996,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.03114,                0.00266,                      0,                0.03456,                0.78585,               0.000317,               0.000317,               0.000317
                    172,                0.05508,                0.00966,                      0,                0.06418,                0.80857,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                0.03071,                0.00259,                      0,                0.03363,                0.78581,              0.0003071,              0.0003071,              0.0003071
                    173,                0.05256,                 0.0079,                      0,                0.06327,                0.81083,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                0.03102,                0.00251,                      0,                0.03316,                0.78581,              0.0002972,              0.0002972,              0.0002972
                    174,                 0.0522,                0.00782,                      0,                0.06257,                0.81118,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                0.03169,                0.00239,                      0,                0.03182,                0.78574,              0.0002873,              0.0002873,              0.0002873
                    175,                0.05351,                0.00777,                      0,                0.06312,                0.80855,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                0.03172,                0.00239,                      0,                0.03086,                0.78576,              0.0002774,              0.0002774,              0.0002774
                    176,                 0.0522,                0.00817,                      0,                0.06315,                0.80926,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                0.03179,                0.00243,                      0,                0.03297,                0.78585,              0.0002675,              0.0002675,              0.0002675
                    177,                0.05299,                0.01017,                      0,                0.06179,                0.80979,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                0.03214,                0.00281,                      0,                0.03423,                0.78598,              0.0002576,              0.0002576,              0.0002576
                    178,                0.05308,                0.00854,                      0,                0.06407,                0.81086,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                0.03198,                0.00267,                      0,                0.03425,                0.78578,              0.0002477,              0.0002477,              0.0002477
                    179,                0.05058,                0.00769,                      0,                0.06111,                0.80765,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                0.03059,                0.00283,                      0,                 0.0361,                0.78578,              0.0002378,              0.0002378,              0.0002378
                    180,                0.05064,                0.00751,                      0,                0.05971,                0.80802,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.03137,                0.00266,                      0,                0.03374,                0.78589,              0.0002279,              0.0002279,              0.0002279
                    181,                0.05014,                0.00701,                      0,                0.06017,                0.80909,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.03141,                0.00249,                      0,                0.03503,                0.78577,               0.000218,               0.000218,               0.000218
                    182,                    inf,                0.00795,                      0,                0.06132,                0.80981,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.03086,                0.00249,                      0,                0.03296,                0.78572,              0.0002081,              0.0002081,              0.0002081
                    183,                0.04892,                0.00676,                      0,                0.05761,                0.80795,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.03015,                 0.0025,                      0,                0.03275,                0.78571,              0.0001982,              0.0001982,              0.0001982
                    184,                0.04929,                0.00738,                      0,                0.05922,                0.80928,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                 0.0306,                0.00251,                      0,                0.03246,                0.78579,              0.0001883,              0.0001883,              0.0001883
                    185,                0.04766,                0.00718,                      0,                0.05701,                0.81114,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.03026,                0.00244,                      0,                0.03214,                0.78587,              0.0001784,              0.0001784,              0.0001784
                    186,                 0.0478,                0.00741,                      0,                0.05701,                0.80751,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.02954,                0.00238,                      0,                0.03207,                0.78558,              0.0001685,              0.0001685,              0.0001685
                    187,                0.04811,                0.00769,                      0,                0.05811,                0.80857,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                 0.0298,                0.00241,                      0,                0.03132,                0.78571,              0.0001586,              0.0001586,              0.0001586
                    188,                0.04745,                0.00678,                      0,                0.05596,                0.81082,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.03071,                0.00249,                      0,                0.03158,                 0.7858,              0.0001487,              0.0001487,              0.0001487
                    189,                0.04741,                0.00715,                      0,                0.05479,                0.80942,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.03009,                0.00251,                      0,                0.03061,                0.78581,              0.0001388,              0.0001388,              0.0001388
                    190,                0.04674,                0.00651,                      0,                0.05574,                0.80813,                0.99982,                      1,                  0.995,                  0.995,                0.99982,                      1,                  0.995,                  0.995,                 0.0292,                 0.0025,                      0,                0.03105,                0.78575,              0.0001289,              0.0001289,              0.0001289
                    191,                0.03635,                0.00294,                      0,                0.03908,                0.78184,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.02971,                0.00258,                      0,                0.03269,                0.78556,               0.000119,               0.000119,               0.000119
                    192,                0.03675,                0.00316,                      0,                0.03887,                0.77882,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.03029,                 0.0029,                      0,                0.03187,                0.78545,              0.0001091,              0.0001091,              0.0001091
                    193,                0.03458,                0.00226,                      0,                0.03695,                0.77975,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                 0.0307,                0.00278,                      0,                0.03217,                0.78544,               9.92e-05,               9.92e-05,               9.92e-05
                    194,                0.03325,                0.00199,                      0,                 0.0354,                0.78161,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.03107,                0.00258,                      0,                0.03245,                 0.7855,               8.93e-05,               8.93e-05,               8.93e-05
                    195,                0.03336,                0.00208,                      0,                0.03619,                0.77972,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.03103,                0.00249,                      0,                0.03206,                0.78555,               7.94e-05,               7.94e-05,               7.94e-05
                    196,                0.03275,                0.00198,                      0,                0.03558,                0.78178,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.03099,                0.00246,                      0,                0.03268,                0.78562,               6.95e-05,               6.95e-05,               6.95e-05
                    197,                0.03204,                0.00184,                      0,                 0.0349,                0.78359,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.03098,                0.00252,                      0,                0.03236,                0.78561,               5.96e-05,               5.96e-05,               5.96e-05
                    198,                0.03166,                0.00188,                      0,                 0.0344,                0.77479,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.03028,                0.00256,                      0,                0.03179,                0.78559,               4.97e-05,               4.97e-05,               4.97e-05
                    199,                0.03134,                0.00191,                      0,                0.03468,                0.77562,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                 0.0304,                0.00256,                      0,                0.03265,                0.78538,               3.98e-05,               3.98e-05,               3.98e-05
                    200,                0.03062,                0.00181,                      0,                0.03355,                0.77967,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.995,                0.03044,                0.00255,                      0,                0.03148,                0.78549,               2.99e-05,               2.99e-05,               2.99e-05
